name:ZNF714,pagerank:0.15000000000000002,EntrezGeneId:148206
name:PTPRN,EntrezGeneId:5798,pagerank:0.15000000000000002
name:GSC2,EntrezGeneId:2928,pagerank:0.15000000000000002
name:BQ013054,pagerank:0.15000000000000002,EntrezGeneId:NA
name:LOC200726,pagerank:0.15000000000000002,EntrezGeneId:200726
name:HOMER2,pagerank:0.15000000000000002,EntrezGeneId:9455
name:CYTL1,pagerank:0.15000000000000002,EntrezGeneId:54360
name:C3orf23,pagerank:0.15000000000000002,EntrezGeneId:285343
name:CK824579,pagerank:0.15000000000000002,EntrezGeneId:NA
name:AA758702,pagerank:0.15000000000000002,EntrezGeneId:NA
name:OR11H12,pagerank:0.15000000000000002,EntrezGeneId:440153
name:CF887709,pagerank:0.15000000000000002,EntrezGeneId:NA
name:BF509118,pagerank:0.15000000000000002,EntrezGeneId:NA
name:MANEAL,pagerank:0.15000000000000002,EntrezGeneId:149175
name:FICD,EntrezGeneId:11153,pagerank:0.15000000000000002
name:KLF2,EntrezGeneId:10365,pagerank:0.15000000000000002
name:MOSPD3,pagerank:0.15000000000000002,EntrezGeneId:64598
name:FAM170A,pagerank:0.15000000000000002,EntrezGeneId:340069
name:BF508297,pagerank:0.15000000000000002,EntrezGeneId:NA
name:TMEM185B,pagerank:0.15000000000000002,EntrezGeneId:79134
name:BSN,EntrezGeneId:8927,pagerank:0.15000000000000002
name:DMWD,EntrezGeneId:1762,pagerank:0.15000000000000002
name:BX109868,pagerank:0.15000000000000002,EntrezGeneId:NA
name:LOC646484,pagerank:0.15000000000000002,EntrezGeneId:646484
name:RBMY1E,pagerank:0.15000000000000002,EntrezGeneId:159163
name:BE294561,pagerank:0.15000000000000002,EntrezGeneId:NA
name:DB023227,pagerank:0.15000000000000002,EntrezGeneId:NA
name:KIAA1683,pagerank:0.15000000000000002,EntrezGeneId:80726
name:SBK1,EntrezGeneId:388228,pagerank:0.15000000000000002
name:SNRNP70,pagerank:0.15000000000000002,EntrezGeneId:6625
name:RSPO4,pagerank:0.15000000000000002,EntrezGeneId:343637
name:TSPY3,pagerank:0.15000000000000002,EntrezGeneId:728137
name:SLC22A7,pagerank:0.15000000000000002,EntrezGeneId:10864
name:AA883091,pagerank:0.15000000000000002,EntrezGeneId:NA
name:AA501572,pagerank:0.15000000000000002,EntrezGeneId:NA
name:POTEH,EntrezGeneId:23784,pagerank:0.15000000000000002
name:GJB4,EntrezGeneId:127534,pagerank:0.15000000000000002
name:NFYA,EntrezGeneId:4800,pagerank:0.15000000000000002
name:GULP1,pagerank:0.15000000000000002,EntrezGeneId:51454
name:JAKMIP1,pagerank:0.15000000000000002,EntrezGeneId:152789
name:C20orf151,pagerank:0.15000000000000002,EntrezGeneId:140893
name:TMEM156,pagerank:0.15000000000000002,EntrezGeneId:80008
name:AKT1S1,pagerank:0.15000000000000002,EntrezGeneId:84335
name:BP419039,pagerank:0.15000000000000002,EntrezGeneId:NA
name:PTPN21,pagerank:0.15000000000000002,EntrezGeneId:11099
name:KLHDC9,pagerank:0.15000000000000002,EntrezGeneId:126823
name:HNMT,EntrezGeneId:3176,pagerank:0.15000000000000002
name:TSEN15,pagerank:0.15000000000000002,EntrezGeneId:116461
name:SPRYD4,pagerank:0.15000000000000002,EntrezGeneId:283377
name:NPAS3,pagerank:0.15000000000000002,EntrezGeneId:64067
name:WNT7A,pagerank:0.15000000000000002,EntrezGeneId:7476
name:LOC80154,pagerank:0.15000000000000002,EntrezGeneId:727849
name:BU616091,pagerank:0.15000000000000002,EntrezGeneId:NA
name:BE463978,pagerank:0.15000000000000002,EntrezGeneId:NA
name:BX098131,pagerank:0.15000000000000002,EntrezGeneId:NA
name:ZRANB3,pagerank:0.15000000000000002,EntrezGeneId:84083
name:TMEM180,pagerank:0.15000000000000002,EntrezGeneId:79847
name:DA282036,pagerank:0.15000000000000002,EntrezGeneId:NA
name:AI808705,pagerank:0.15000000000000002,EntrezGeneId:NA
name:RTEL1-TNFRSF6B,pagerank:0.15000000000000002,EntrezGeneId:51750
name:POLG,EntrezGeneId:5428,pagerank:0.15000000000000002
name:COL13A1,pagerank:0.15000000000000002,EntrezGeneId:1305
name:OR2M2,pagerank:0.15000000000000002,EntrezGeneId:391194
name:KRTAP4-8,pagerank:0.15000000000000002,EntrezGeneId:728224
name:DNAJC5G,pagerank:0.15000000000000002,EntrezGeneId:285126
name:SLC25A36,pagerank:0.15000000000000002,EntrezGeneId:55186
name:NTRK2,pagerank:0.15000000000000002,EntrezGeneId:4915
name:PPPDE1,pagerank:0.15000000000000002,EntrezGeneId:51029
name:DBNDD1,pagerank:0.15000000000000002,EntrezGeneId:79007
name:MFSD6,pagerank:0.15000000000000002,EntrezGeneId:54842
name:ZNF333,pagerank:0.15000000000000002,EntrezGeneId:84449
name:SORBS3,pagerank:0.15000000000000002,EntrezGeneId:10174
name:BQ447249,pagerank:0.15000000000000002,EntrezGeneId:NA
name:RGS7BP,pagerank:0.15000000000000002,EntrezGeneId:401190
name:IFI44L,pagerank:0.15000000000000002,EntrezGeneId:10964
name:BX090731,pagerank:0.15000000000000002,EntrezGeneId:NA
name:MFSD6L,pagerank:0.15000000000000002,EntrezGeneId:162387
name:SNORD32A,pagerank:0.15000000000000002,EntrezGeneId:23521
name:MND1,EntrezGeneId:84057,pagerank:0.15000000000000002
name:USP31,pagerank:0.15000000000000002,EntrezGeneId:57478
name:OR13F1,pagerank:0.15000000000000002,EntrezGeneId:138805
name:CACNA1A,pagerank:0.15000000000000002,EntrezGeneId:773
name:BX647159,pagerank:0.15000000000000002,EntrezGeneId:NA
name:ZNF782,pagerank:0.15000000000000002,EntrezGeneId:158431
name:FOXN1,pagerank:0.15000000000000002,EntrezGeneId:8456
name:CAPN3,pagerank:0.15000000000000002,EntrezGeneId:825
name:BG951912,pagerank:0.15000000000000002,EntrezGeneId:NA
name:STAP1,pagerank:0.15000000000000002,EntrezGeneId:26228
name:BX109948,pagerank:0.15000000000000002,EntrezGeneId:NA
name:RPS7,EntrezGeneId:6201,pagerank:0.15000000000000002
name:CBLC,EntrezGeneId:23624,pagerank:0.15000000000000002
name:LUZP1,pagerank:0.15000000000000002,EntrezGeneId:7798
name:LOC441617,pagerank:0.15000000000000002,EntrezGeneId:441617
name:FUT8,EntrezGeneId:2530,pagerank:0.15000000000000002
name:FOXD1,pagerank:0.15000000000000002,EntrezGeneId:2297
name:SNORD73A,pagerank:0.15000000000000002,EntrezGeneId:6189
name:VAMP4,pagerank:0.15000000000000002,EntrezGeneId:8674
name:THAP1,pagerank:0.15000000000000002,EntrezGeneId:55145
name:BX091590,pagerank:0.15000000000000002,EntrezGeneId:NA
name:CD302,pagerank:0.15000000000000002,EntrezGeneId:9936
name:SPATA1,pagerank:0.15000000000000002,EntrezGeneId:100505741
name:SLC7A3,pagerank:0.15000000000000002,EntrezGeneId:84889
name:EHMT2,pagerank:0.15000000000000002,EntrezGeneId:10919
name:SCARNA15,pagerank:0.15000000000000002,EntrezGeneId:677778
name:MFSD10,pagerank:0.15000000000000002,EntrezGeneId:10227
name:C6orf58,pagerank:0.15000000000000002,EntrezGeneId:352999
name:IFI16,pagerank:0.15000000000000002,EntrezGeneId:3428
name:MAPK3,pagerank:0.15000000000000002,EntrezGeneId:5595
name:CSPP1,pagerank:0.15000000000000002,EntrezGeneId:79848
name:AMD1,EntrezGeneId:262,pagerank:0.15000000000000002
name:ATP6V1F,pagerank:0.15000000000000002,EntrezGeneId:9296
name:BCLAF1,pagerank:0.15000000000000002,EntrezGeneId:9774
name:ZNF238,pagerank:0.15000000000000002,EntrezGeneId:10472
name:PDCL3,pagerank:0.15000000000000002,EntrezGeneId:79031
name:ITGB1BP1,pagerank:0.15000000000000002,EntrezGeneId:9270
name:OR52W1,pagerank:0.15000000000000002,EntrezGeneId:120787
name:SPINK13,pagerank:0.15000000000000002,EntrezGeneId:153218
name:OR4C12,pagerank:0.15000000000000002,EntrezGeneId:283093
name:HIST1H2AE,pagerank:0.15000000000000002,EntrezGeneId:3012
name:PMS2CL,pagerank:0.15000000000000002,EntrezGeneId:441194
name:RXFP4,pagerank:0.15000000000000002,EntrezGeneId:339403
name:RTEL1,pagerank:0.15000000000000002,EntrezGeneId:51750
name:FURIN,EntrezGeneId:5045,pagerank:0.15000000000000002
name:RPA4,EntrezGeneId:29935,pagerank:0.15000000000000002
name:BQ719106,pagerank:0.15000000000000002,EntrezGeneId:NA
name:AI697950,pagerank:0.15000000000000002,EntrezGeneId:NA
name:OR4C16,pagerank:0.15000000000000002,EntrezGeneId:219428
name:VSX2,EntrezGeneId:338917,pagerank:0.15000000000000002
name:C14orf182,pagerank:0.15000000000000002,EntrezGeneId:283551
name:JMJD5,pagerank:0.15000000000000002,EntrezGeneId:79831
name:NOM1,EntrezGeneId:64434,pagerank:0.15000000000000002
name:INO80,pagerank:0.15000000000000002,EntrezGeneId:54617
name:CATSPER4,pagerank:0.15000000000000002,EntrezGeneId:378807
name:BCMO1,pagerank:0.15000000000000002,EntrezGeneId:53630
name:YPEL4,pagerank:0.15000000000000002,EntrezGeneId:219539
name:AI561094,pagerank:0.15000000000000002,EntrezGeneId:NA
name:SOD3,EntrezGeneId:6649,pagerank:0.15000000000000002
name:TCF19,pagerank:0.15000000000000002,EntrezGeneId:6941
name:BF510744,pagerank:0.15000000000000002,EntrezGeneId:NA
name:SLC22A10,pagerank:0.15000000000000002,EntrezGeneId:387775
name:LOC643719,pagerank:0.15000000000000002,EntrezGeneId:NA
name:VTI1B,pagerank:0.15000000000000002,EntrezGeneId:10490
name:MTMR11,pagerank:0.15000000000000002,EntrezGeneId:10903
name:PCIF1,pagerank:0.15000000000000002,EntrezGeneId:63935
name:AW515292,pagerank:0.15000000000000002,EntrezGeneId:NA
name:X63359,pagerank:0.15000000000000002,EntrezGeneId:7365
name:TEX14,pagerank:0.15000000000000002,EntrezGeneId:56155
name:KIAA0895,pagerank:0.15000000000000002,EntrezGeneId:23366
name:SLC39A3,pagerank:0.15000000000000002,EntrezGeneId:29985
name:AA938457,pagerank:0.15000000000000002,EntrezGeneId:NA
name:EIF4EBP1,pagerank:0.15000000000000002,EntrezGeneId:1978
name:BF342356,pagerank:0.15000000000000002,EntrezGeneId:NA
name:TTLL4,pagerank:0.15000000000000002,EntrezGeneId:9654
name:DDX46,pagerank:0.15000000000000002,EntrezGeneId:9879
name:CLIC4,pagerank:0.15000000000000002,EntrezGeneId:25932
name:PIGO,EntrezGeneId:84720,pagerank:0.15000000000000002
name:SF3A2,pagerank:0.15000000000000002,EntrezGeneId:8175
name:TM2D3,pagerank:0.15000000000000002,EntrezGeneId:80213
name:BX113107,pagerank:0.15000000000000002,EntrezGeneId:NA
name:MPZL2,pagerank:0.15000000000000002,EntrezGeneId:10205
name:TOP2B,pagerank:0.15000000000000002,EntrezGeneId:7155
name:PLA2G2D,pagerank:0.15000000000000002,EntrezGeneId:26279
name:DPF2,EntrezGeneId:5977,pagerank:0.15000000000000002
name:CYP17A1,pagerank:0.15000000000000002,EntrezGeneId:1586
name:TRIM63,pagerank:0.15000000000000002,EntrezGeneId:84676
name:BM973061,pagerank:0.15000000000000002,EntrezGeneId:NA
name:PRR13,pagerank:0.15000000000000002,EntrezGeneId:54458
name:DA091614,pagerank:0.15000000000000002,EntrezGeneId:NA
name:SOD2,EntrezGeneId:6648,pagerank:0.15000000000000002
name:C21orf123,pagerank:0.15000000000000002,EntrezGeneId:378832
name:BX090161,pagerank:0.15000000000000002,EntrezGeneId:NA
name:RAD51L3,pagerank:0.15000000000000002,EntrezGeneId:5892
name:HIST1H4C,pagerank:0.15000000000000002,EntrezGeneId:8364
name:CA446315,pagerank:0.15000000000000002,EntrezGeneId:NA
name:DA174003,pagerank:0.15000000000000002,EntrezGeneId:NA
name:MED12L,pagerank:0.15000000000000002,EntrezGeneId:116931
name:DSCC1,pagerank:0.15000000000000002,EntrezGeneId:79075
name:ITGB2,pagerank:0.15000000000000002,EntrezGeneId:3689
name:COX16,pagerank:0.15000000000000002,EntrezGeneId:51241
name:WBP2,EntrezGeneId:23558,pagerank:0.15000000000000002
name:CXCR5,pagerank:0.15000000000000002,EntrezGeneId:643
name:AI240148,pagerank:0.15000000000000002,EntrezGeneId:NA
name:U43604,pagerank:0.15000000000000002,EntrezGeneId:NA
name:INO80B-WBP1,pagerank:0.15000000000000002,EntrezGeneId:23559
name:AB231761,pagerank:0.15000000000000002,EntrezGeneId:728588
name:KCNQ1,pagerank:0.15000000000000002,EntrezGeneId:3784
name:AW769501,pagerank:0.15000000000000002,EntrezGeneId:NA
name:BQ182905,pagerank:0.15000000000000002,EntrezGeneId:NA
name:MGC4294,pagerank:0.15000000000000002,EntrezGeneId:79160
name:NAPB,EntrezGeneId:63908,pagerank:0.15000000000000002
name:CENPN,EntrezGeneId:55839,pagerank:0.15000000000000002
name:ZNF581,pagerank:0.15000000000000002,EntrezGeneId:51545
name:BQ014073,pagerank:0.15000000000000002,EntrezGeneId:NA
name:SOCS7,pagerank:0.15000000000000002,EntrezGeneId:30837
